daily_date,share_code,year_high_gh,year_low_gh,previous_closing_price_vwap_gh,opening_price_gh,last_transaction_price_gh,closing_price_vwap_gh,price_change_gh,closing_bid_price_gh,closing_offer_price_gh,total_shares_traded,total_value_traded_gh
2024-09-19,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2024-09-19,MTNGH,2.4299999999999997,1.39,2.25,2.25,2.2,2.2,0,2.18,2.2,250,462.5
2024-09-19,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2024-09-19,RBGH,0.6,0.48,0.6,0.6,0.6,0.6,0,0.6,0,0,0
2024-09-19,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2024-09-19,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0,0,0.25,250,462.5
2024-09-19,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0,1.5,0,250,462.5
2024-09-19,TBL,0.8300000000000001,0.82,0.83,0.83,0.83,0.83,0,0.83,0,0,0
2024-09-19,TOTAL,12.61,9,12.61,12.61,12.61,12.61,0,12.649999999999999,0,0,0
2024-09-19,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,0,0
2024-09-19,UNIL,14.899999999999999,8.11,13.825,13.825,13.825,13.825,0,12.649999999999999,0,45,462.5
2024-09-19,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2024-09-19,CALPREF,0.29000000000000004,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0
2024-09-19,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0
2024-09-19,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,33,462.5
2024-09-19,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2024-09-19,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-19,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-19,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,0,0
2024-09-19,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2024-09-18,ACCESS,4.8,3.4,4.8,4.8,4.8,4.8,0,4.32,3.85,75,360
2024-09-18,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2024-09-18,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-18,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2024-09-18,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2024-09-18,ALLGH,6.1499999999999995,4.4,6.15,6.15,6.15,6.15,0,6.15,0,0,0
2024-09-18,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,7,176.47
2024-09-18,CAL,0.5,0.31,0.31,0.31,0.31,0.31,0,0.28,0.31,250,462.5
2024-09-18,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2024-09-18,CMLT,0.12000000000000001,0.1,0.12,0.12,0.12,0.12,0,0.12,0,0,0
2024-09-18,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,250,158.4
2024-09-18,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0,0,0.38,250,127.3
2024-09-18,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0,6.1,0,0,0
2024-09-18,EGL,2.3899999999999997,1.32,1.81,1.81,1.81,1.81,0,1.81,1.99,0,0
2024-09-18,ETI,0.17,0.15,0.17,0.17,0.17,0.17,0,0.17,0,250,120.86999999999999
2024-09-18,FML,3.7,3.19,3.5,3.5,3.5,3.5,0,3.15,3.5,250,462.5
2024-09-18,GCB,6,3.4,6,6,6,6,0,6,0,0,0
2024-09-18,GGBL,5.159999999999999,3.4,5.16,5.16,5.16,5.16,0,5.16,0,0,0
2024-09-18,GOIL,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,0,250,462.5
2024-09-18,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2024-09-18,MTNGH,2.4299999999999997,1.39,2.3,2.3,2.25,2.25,0,2.2,2.25,250,462.5
2024-09-18,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2024-09-18,RBGH,0.6,0.48,0.6,0.6,0.6,0.6,0,0.6,0,0,0
2024-09-18,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2024-09-18,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0,0,0.25,0,0
2024-09-18,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0,1.5,0,0,0
2024-09-18,TBL,0.8300000000000001,0.82,0.83,0.83,0.83,0.83,0,0.83,0,0,0
2024-09-18,TOTAL,12.61,9,12.61,12.61,12.61,12.61,0,12.649999999999999,0,0,0
2024-09-18,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,4,47.68
2024-09-18,UNIL,14.899999999999999,8.11,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2024-09-18,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2024-09-18,CALPREF,0.29000000000000004,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0
2024-09-18,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0
2024-09-18,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-18,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2024-09-18,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-18,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-18,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,0,0
2024-09-18,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2024-09-17,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2024-09-17,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-17,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2024-09-17,ACCESS,4.8,3.4,4.8,4.8,4.8,4.8,0,4.32,3.85,45,216
2024-09-17,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2024-09-17,ALLGH,6.1499999999999995,4.4,6.15,6.15,6.15,6.15,0,6.15,0,0,0
2024-09-17,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2024-09-17,CAL,0.5,0.31,0.31,0.31,0.31,0.31,0,0.28,0.31,250,370.14000000000004
2024-09-17,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2024-09-17,CMLT,0.12000000000000001,0.1,0.12,0.12,0.12,0.12,0,0.12,0,0,0
2024-09-17,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2024-09-17,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0,0,0.38,73,27.74
2024-09-17,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0,6.1,0,200,462.5
2024-09-17,EGL,2.3899999999999997,1.32,1.81,1.81,1.81,1.81,0,1.81,1.99,250,462.5
2024-09-17,ETI,0.17,0.15,0.16,0.16,0.17,0.17,0,0.17,0,250,462.5
2024-09-17,FML,3.7,3.19,3.5,3.5,3.5,3.5,0,3.15,3.5,250,462.5
2024-09-17,GCB,6,3.4,5.92,5.92,6,6,0,6,0,250,462.5
2024-09-17,GGBL,5.159999999999999,3.4,5.16,5.16,5.16,5.16,0,5.16,0,0,0
2024-09-17,GOIL,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,250,462.5
2024-09-17,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2024-09-17,MTNGH,2.4299999999999997,1.39,2.3,2.3,2.3,2.3,0,2.2,2.3,250,462.5
2024-09-17,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2024-09-17,RBGH,0.6,0.48,0.6,0.6,0.6,0.6,0,0.6,0,0,0
2024-09-17,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2024-09-17,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0,0,0.25,74,18.5
2024-09-17,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0,1.5,0,250,415.5
2024-09-17,TBL,0.8300000000000001,0.82,0.83,0.83,0.83,0.83,0,0.83,0,0,0
2024-09-17,TOTAL,12.61,9,12.61,12.61,12.61,12.61,0,12.649999999999999,0,0,0
2024-09-17,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,0,0
2024-09-17,UNIL,14.899999999999999,8.11,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-17,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2024-09-17,CALPREF,0.29000000000000004,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0
2024-09-17,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0
2024-09-17,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-17,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2024-09-17,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-17,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-17,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,0,0
2024-09-17,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2024-09-16,ACCESS,4.8,3.4,4.8,4.8,4.8,4.8,0,4.32,3.85,78,374.4
2024-09-16,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2024-09-16,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-16,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2024-09-16,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2024-09-16,ALLGH,6.1499999999999995,4.4,6.15,6.15,6.15,6.15,0,6.15,0,0,0
2024-09-16,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-16,CAL,0.5,0.31,0.31,0.31,0.31,0.31,0,0.28,0.31,250,462.5
2024-09-16,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2024-09-16,CMLT,0.12000000000000001,0.1,0.12,0.12,0.12,0.12,0,0.12,0,0,0
2024-09-16,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,240,4.8
2024-09-16,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0,0,0.38,212,80.56
2024-09-16,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0,6.1,0,250,462.5
2024-09-16,EGL,2.3899999999999997,1.32,1.81,1.81,1.81,1.81,0,1.81,1.99,1,1.81
2024-09-16,ETI,0.16,0.15,0.16,0.16,0.16,0.16,0,0.16,0,0,0
2024-09-16,FML,3.7,3.19,3.5,3.5,3.5,3.5,0,3.15,3.5,173,462.5
2024-09-16,GCB,5.92,3.4,5.92,5.92,5.92,5.92,0,5.92,0,250,462.5
2024-09-16,GGBL,5.159999999999999,3.4,5.16,5.16,5.16,5.16,0,5.16,0,0,0
2024-09-16,GOIL,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,0,50,75
2024-09-16,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,1,5.38
2024-09-16,MTNGH,2.4299999999999997,1.39,2.2,2.2,2.3,2.3,0,2.2,2.3,250,462.5
2024-09-16,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2024-09-16,RBGH,0.6,0.48,0.6,0.6,0.6,0.6,0,0.6,0,0,0
2024-09-16,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2024-09-16,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0,0,0.25,250,449.5
2024-09-16,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0,1.5,0,150,225
2024-09-16,TBL,0.8300000000000001,0.82,0.83,0.83,0.83,0.83,0,0.83,0,0,0
2024-09-16,TOTAL,12.61,9,12.61,12.61,12.61,12.61,0,12.649999999999999,0,1,12.65
2024-09-16,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,65,462.5
2024-09-16,UNIL,14.899999999999999,8.11,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-16,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2024-09-16,CALPREF,0.29000000000000004,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0
2024-09-16,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0
2024-09-16,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,12,462.5
2024-09-16,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2024-09-16,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-16,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-16,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,0,0
2024-09-16,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2024-09-13,ACCESS,4.8,3.4,4.8,4.8,4.8,4.8,0,4.32,3.85,10,48
2024-09-13,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,5,25.3
2024-09-13,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-13,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2024-09-13,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2024-09-13,ALLGH,6.1499999999999995,4.4,6.15,6.15,6.15,6.15,0,6.15,0,0,0
2024-09-13,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2024-09-13,CAL,0.5,0.31,0.31,0.31,0.31,0.31,0,0,0.31,250,462.5
2024-09-13,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2024-09-13,CMLT,0.12000000000000001,0.1,0.12,0.12,0.12,0.12,0,0.12,0,0,0
2024-09-13,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2024-09-13,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0,0,0.38,110,41.8
2024-09-13,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0,5.5,3.85,250,462.5
2024-09-13,EGL,2.3899999999999997,1.32,1.81,1.81,1.81,1.81,0,1.81,1.99,81,146.60999999999999
2024-09-13,ETI,0.16,0.15,0.15,0.15,0.16,0.16,0,0.16,0,250,320
2024-09-13,FML,3.7,3.19,3.5,3.5,3.5,3.5,0,3.15,3.5,250,462.5
2024-09-13,GCB,5.92,3.4,5.92,5.92,5.92,5.92,0,5.92,0,5,29.6
2024-09-13,GGBL,5.159999999999999,3.4,5.16,5.16,5.16,5.16,0,5.16,0,0,0
2024-09-13,GOIL,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,0,1,1.5
2024-09-13,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2024-09-13,MTNGH,2.4299999999999997,1.39,2.2,2.2,2.2,2.2,0,2.2,2.3,250,462.5
2024-09-13,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2024-09-13,RBGH,0.6,0.48,0.55,0.55,0.6,0.6,0,0.6,0,250,462.5
2024-09-13,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2024-09-13,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0,0,0.25,17,4.25
2024-09-13,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0,1.5,0,0,0
2024-09-13,TBL,0.8300000000000001,0.82,0.83,0.83,0.83,0.83,0,0.83,0,0,0
2024-09-13,TOTAL,12.61,9,12.6,12.6,12.61,12.61,0,12.649999999999999,0,250,462.5
2024-09-13,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,15,178.8
2024-09-13,UNIL,14.899999999999999,8.11,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2024-09-13,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2024-09-13,CALPREF,0.29000000000000004,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0
2024-09-13,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0
2024-09-13,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-13,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2024-09-13,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-13,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-13,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,250,462.5
2024-09-13,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2024-09-12,ACCESS,4.8,3.4,4.8,4.8,4.8,4.8,0,4.32,3.85,250,462.5
2024-09-12,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2024-09-12,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-12,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2024-09-12,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2024-09-12,ALLGH,6.1499999999999995,4.4,6.15,6.15,6.15,6.15,0,6.15,0,0,0
2024-09-12,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2024-09-12,CAL,0.5,0.31,0.31,0.31,0.31,0.31,0,0,0.31,250,462.5
2024-09-12,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2024-09-12,CMLT,0.12000000000000001,0.1,0.12,0.12,0.12,0.12,0,0.12,0,0,0
2024-09-12,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2024-09-12,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0,0,0.38,250,274.36
2024-09-12,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0,6.1,3.85,250,462.5
2024-09-12,EGL,2.3899999999999997,1.32,1.81,1.81,1.81,1.81,0,1.81,1.99,0,0
2024-09-12,ETI,0.16,0.15,0.15,0.15,0.15,0.15,0,0.16,0,0,0
2024-09-12,FML,3.7,3.19,3.5,3.5,3.5,3.5,0,3.15,3.5,65,227.5
2024-09-12,GCB,5.92,3.4,5.92,5.92,5.92,5.92,0,5.92,0,0,0
2024-09-12,GGBL,5.159999999999999,3.4,5.16,5.16,5.16,5.16,0,4.7,3.85,0,0
2024-09-12,GOIL,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,0,0,0
2024-09-12,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2024-09-12,MTNGH,2.4299999999999997,1.39,2.2,2.2,2.2,2.2,0,2.2,2.3,250,462.5
2024-09-12,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2024-09-12,RBGH,0.55,0.48,0.55,0.55,0.55,0.55,0,0.55,0.6,0,0
2024-09-12,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2024-09-12,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0,0,0.25,140,35
2024-09-12,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0,1.5,0,0,0
2024-09-12,TBL,0.8300000000000001,0.82,0.83,0.83,0.83,0.83,0,0.83,0,0,0
2024-09-12,TOTAL,12.6,9,12.6,12.6,12.6,12.6,0,12.6,0,0,0
2024-09-12,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,1,11.92
2024-09-12,UNIL,14.899999999999999,8.11,13.825,13.825,13.825,13.825,0,12.649999999999999,0,17,272
2024-09-12,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2024-09-12,CALPREF,0.29000000000000004,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0
2024-09-12,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0
2024-09-12,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,104,462.5
2024-09-12,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2024-09-12,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0.1,250,212.5
2024-09-12,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,250,119
2024-09-12,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,0,0
2024-09-12,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2024-09-11,ACCESS,4.8,3.4,4.8,4.8,4.8,4.8,0,4.32,3.85,250,462.5
2024-09-11,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2024-09-11,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-11,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2024-09-11,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2024-09-11,ALLGH,6.1499999999999995,4.4,6.15,6.15,6.15,6.15,0,6.15,0,0,0
2024-09-11,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2024-09-11,CAL,0.5,0.31,0.31,0.31,0.31,0.31,0,0,0.31,250,462.5
2024-09-11,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2024-09-11,CMLT,0.12000000000000001,0.1,0.12,0.12,0.12,0.12,0,0.12,0,0,0
2024-09-11,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,250,462.5
2024-09-11,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0,0,0.38,104,39.52
2024-09-11,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0,6.1,0,0,0
2024-09-11,EGL,2.3899999999999997,1.32,1.81,1.81,1.81,1.81,0,1.81,0,0,0
2024-09-11,ETI,0.16,0.15,0.15,0.15,0.15,0.15,0,0.16,0,0,0
2024-09-11,FML,3.7,3.19,3.5,3.5,3.5,3.5,0,3.15,3.5,250,462.5
2024-09-11,GCB,5.92,3.4,5.92,5.92,5.92,5.92,0,5.92,0,0,0
2024-09-11,GGBL,5.159999999999999,3.4,5.16,5.16,5.16,5.16,0,4.7,3.85,56,288.96
2024-09-11,GOIL,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,250,462.5
2024-09-11,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2024-09-11,MTNGH,2.4299999999999997,1.39,2.18,2.18,2.2,2.2,0,2.2,2.3,250,462.5
2024-09-11,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2024-09-11,RBGH,0.55,0.48,0.55,0.55,0.55,0.55,0,0.55,0.6,0,0
2024-09-11,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,250,462.5
2024-09-11,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0,0,0.25,250,462.5
2024-09-11,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0,1.5,0,81,121.5
2024-09-11,TBL,0.8300000000000001,0.82,0.83,0.83,0.83,0.83,0,0.83,0,0,0
2024-09-11,TOTAL,12.6,9,12.6,12.6,12.6,12.6,0,12.6,0,0,0
2024-09-11,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,0,3.85,53,462.5
2024-09-11,UNIL,14.899999999999999,8.11,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-11,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2024-09-11,CALPREF,0.29000000000000004,0.29,0.29,0.29,0.29,0.29,0,0,0,0,0
2024-09-11,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0
2024-09-11,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-11,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2024-09-11,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-11,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2024-09-11,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.05,0,0
2024-09-11,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2024-09-10,ACCESS,4.8,3.4,4.8,4.8,4.8,4.8,0,4.32,3.85,250,462.5
2024-09-10,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2024-09-10,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-10,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2024-09-10,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2024-09-10,ALLGH,6.1499999999999995,4.4,6.15,6.15,6.15,6.15,0,0,3.85,250,462.5
2024-09-10,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2024-09-10,CAL,0.5,0.31,0.31,0.31,0.31,0.31,0,0.28,0.31,250,462.5
2024-09-10,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2024-09-10,CMLT,0.12000000000000001,0.1,0.12,0.12,0.12,0.12,0,0.12,0,0,0
2024-09-10,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2024-09-10,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0,0,0.38,0,0
2024-09-10,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0,6.1,0,0,0
2024-09-10,EGL,2.3899999999999997,1.32,1.81,1.81,1.81,1.81,0,1.81,0,1,1.81
2024-09-10,ETI,0.16,0.15,0.15,0.15,0.15,0.15,0,0.16,0,0,0
2024-09-10,FML,3.7,3.19,3.5,3.5,3.5,3.5,0,3.15,3.5,65,227.5
2024-09-10,GCB,5.92,3.4,5.92,5.92,5.92,5.92,0,5.92,0,0,0
2024-09-10,GGBL,5.159999999999999,3.4,5.16,5.16,5.16,5.16,0,5.16,0,6,30.959999999999997
