daily_date,share_code,year_high_gh,year_low_gh,previous_closing_price_vwap_gh,opening_price_gh,last_transaction_price_gh,closing_price_vwap_gh,price_change_gh,closing_bid_price_gh,closing_offer_price_gh,total_shares_traded,total_value_traded_gh
2025-08-27,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,158,462.5
2025-08-27,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2025-08-27,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-27,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-27,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2025-08-27,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,250,462.5
2025-08-27,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-27,CAL,0.8,0.35,0.5,0.5,0.51,0.51,0,0.5,0.51,250,462.5
2025-08-27,CLYD,0.11,0.03,0.11,0.11,0.11,0.11,0,0.12,0,0,0
2025-08-27,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0,0.15,0,0,0
2025-08-27,CPC,0.03,0.02,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2025-08-27,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0,0,0
2025-08-27,EGH,9.02,6.25,9.02,9.02,9.02,9.02,0,9.04,0,0,0
2025-08-27,EGL,2.9,1.98,2.9,2.9,2.9,2.9,0,2.9,2.95,0,0
2025-08-27,ETI,0.9,0.31,0.77,0.77,0.77,0.77,0,0.7,0.77,250,462.5
2025-08-27,FML,4.41,3.7,4.41,4.41,4.41,4.41,0,4.41,0,0,0
2025-08-27,GCB,10,6.37,9.85,9.85,9.96,9.96,0,10.01,0,250,462.5
2025-08-27,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0,5.46,3.85,250,462.5
2025-08-27,GOIL,2.2800000000000002,1.52,2.28,2.28,2.28,2.28,0,2.3,0,0,0
2025-08-27,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2025-08-27,MTNGH,3.98,2.5,3.88,3.88,3.88,3.88,0,3.7,3.85,250,462.5
2025-08-27,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2025-08-27,RBGH,1.1,0.6,1.1,1.1,1.1,1.1,0,0,1.1,250,462.5
2025-08-27,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-27,SIC,1.1400000000000001,0.27,1.05,1.05,1.05,1.05,0,1,1.05,250,462.5
2025-08-27,SOGEGH,2.06,1.5,2,2,2,2,0,2.01,0,0,0
2025-08-27,TBL,1.1,0.83,1.1,1.1,1.1,1.1,0,1.2,0,0,0
2025-08-27,TOTAL,14.899999999999999,13.12,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-27,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,0,0
2025-08-27,UNIL,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,0,0
2025-08-27,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2025-08-27,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2025-08-27,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-27,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2025-08-27,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-27,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0
2025-08-27,IIL,0.05,0.04,0.05,0.05,0.05,0.05,0,0,0.05,0,0
2025-08-27,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2025-08-26,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-26,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,3,15.18
2025-08-26,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-26,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-26,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2025-08-26,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,250,462.5
2025-08-26,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-26,CAL,0.8,0.35,0.5,0.5,0.5,0.5,0,0.48,0.5,250,462.5
2025-08-26,CLYD,0.11,0.03,0.11,0.11,0.11,0.11,0,0.11,0,0,0
2025-08-26,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0,0.15,0,0,0
2025-08-26,CPC,0.03,0.02,0.03,0.03,0.03,0.03,0,0.03,0,0,0
2025-08-26,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0,125,47.5
2025-08-26,EGH,9.02,6.25,8.91,8.91,9.02,9.02,0,9.03,0,250,462.5
2025-08-26,EGL,2.9,1.98,2.9,2.9,2.9,2.9,0,2.9,0,0,0
2025-08-26,ETI,0.9,0.31,0.78,0.78,0.77,0.77,0,0.74,0.77,250,462.5
2025-08-26,FML,4.41,3.7,4.41,4.41,4.41,4.41,0,4.41,0,130,462.5
2025-08-26,GCB,10,6.37,9.85,9.85,9.85,9.85,0,9.93,0,250,462.5
2025-08-26,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0,5.46,3.85,43,260.15000000000003
2025-08-26,GOIL,2.2800000000000002,1.52,2.27,2.27,2.28,2.28,0,2.28,0,250,462.5
2025-08-26,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,0,0,0
2025-08-26,MTNGH,3.98,2.5,3.89,3.89,3.87,3.88,0,3.8,3.85,250,462.5
2025-08-26,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2025-08-26,RBGH,1.1,0.6,1.09,1.09,1.1,1.1,0,1.09,1.1,250,462.5
2025-08-26,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2025-08-26,SIC,1.1400000000000001,0.27,1.05,1.05,1.05,1.05,0,0,1.05,250,462.5
2025-08-26,SOGEGH,2.06,1.5,2,2,2,2,0,2.01,0,100,201
2025-08-26,TBL,1.1,0.83,1.1,1.1,1.1,1.1,0,1.2,0,0,0
2025-08-26,TOTAL,14.899999999999999,13.12,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2025-08-26,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,14,166.88000000000002
2025-08-26,UNIL,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,5,102
2025-08-26,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2025-08-26,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2025-08-26,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,94,462.5
2025-08-26,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2025-08-26,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-26,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-26,IIL,0.05,0.04,0.04,0.04,0.05,0.05,0,0.05,0,250,462.5
2025-08-26,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2025-08-25,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-25,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2025-08-25,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-25,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-25,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2025-08-25,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,41,250.92000000000002
2025-08-25,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-25,CAL,0.8,0.35,0.5,0.5,0.5,0.5,0,0.5,0.51,250,462.5
2025-08-25,CLYD,0.11,0.03,0.11,0.11,0.11,0.11,0,0.11,0,0,0
2025-08-25,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0,0.15,0,0,0
2025-08-25,CPC,0.03,0.02,0.02,0.02,0.03,0.03,0,0.02,0,250,239.1
2025-08-25,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0,0,0
2025-08-25,EGH,8.91,6.25,8.91,8.91,8.91,8.91,0,8.99,0,250,462.5
2025-08-25,EGL,2.9,1.98,2.9,2.9,2.9,2.9,0,2.9,0,0,0
2025-08-25,ETI,0.9,0.31,0.78,0.78,0.78,0.78,0,0.74,0.78,250,462.5
2025-08-25,FML,4.41,3.7,4.41,4.41,4.41,4.41,0,4.41,0,29,127.89
2025-08-25,GCB,10,6.37,9.85,9.85,9.85,9.85,0,9.88,0,250,462.5
2025-08-25,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0,5.46,3.85,250,462.5
2025-08-25,GOIL,2.27,1.52,2.26,2.26,2.27,2.27,0,2.27,0,250,462.5
2025-08-25,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,0,0,0
2025-08-25,MTNGH,3.98,2.5,3.89,3.89,3.89,3.89,0,3.7,3.85,250,462.5
2025-08-25,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2025-08-25,RBGH,1.1,0.6,1.09,1.09,1.09,1.09,0,1.09,1.1,250,462.5
2025-08-25,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-25,SIC,1.1400000000000001,0.27,1.05,1.05,1.05,1.05,0,1.05,0,250,462.5
2025-08-25,SOGEGH,2.06,1.5,2,2,2,2,0,2.02,0,250,462.5
2025-08-25,TBL,1.1,0.83,1.1,1.1,1.1,1.1,0,1.2,0,0,0
2025-08-25,TOTAL,14.899999999999999,13.12,13.825,13.825,13.825,13.825,0,0,3.85,167,462.5
2025-08-25,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,0,0
2025-08-25,UNIL,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,2,40.8
2025-08-25,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2025-08-25,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2025-08-25,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,6,462.5
2025-08-25,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2025-08-25,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-25,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-25,IIL,0.05,0.04,0.04,0.04,0.04,0.04,0,0.05,0,0,0
2025-08-25,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
2025-08-22,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,237,462.5
2025-08-22,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,12,60.720000000000006
2025-08-22,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0.55,0.55
2025-08-22,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1
2025-08-22,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0.1,0.1
2025-08-22,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,250,462.5
2025-08-22,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0.09,0.09
2025-08-22,CAL,0.8,0.35,0.5,0.5,0.5,0.5,0,0.5,0.51,250,462.5
2025-08-22,CLYD,0.11,0.03,0.11,0.11,0.11,0.11,0,0.11,0,0,0
2025-08-22,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0,0.15,0,37,37
2025-08-22,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0.1,0.1
2025-08-22,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0,8.89,8.89
2025-08-22,EGH,8.91,6.25,8.91,8.91,8.91,8.91,0,8.98,0,0,0
2025-08-22,EGL,2.9,1.98,2.9,2.9,2.9,2.9,0,2.9,2.95,41,118.9
2025-08-22,ETI,0.9,0.31,0.79,0.79,0.78,0.78,0,0.74,0.78,250,462.5
2025-08-22,FML,4.41,3.7,4.41,4.41,4.41,4.41,0,4.41,0,0.08,0.08
2025-08-22,GCB,10,6.37,9.61,9.61,9.85,9.85,0,9.85,0,250,462.5
2025-08-22,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0,5.46,3.85,250,462.5
2025-08-22,GOIL,2.2600000000000002,1.52,2.23,2.23,2.26,2.26,0,2.26,0,250,462.5
2025-08-22,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,7.609999999999999,7.609999999999999
2025-08-22,MTNGH,3.98,2.5,3.88,3.88,3.89,3.89,0,3.85,3.85,250,462.5
2025-08-22,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2025-08-22,RBGH,1.1,0.6,1.1,1.1,1.09,1.09,0,0,1.09,250,462.5
2025-08-22,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,2,56
2025-08-22,SIC,1.1400000000000001,0.27,1.05,1.05,1.05,1.05,0,1.05,0,250,462.5
2025-08-22,SOGEGH,2.06,1.5,2,2,2,2,0,2.01,0,14,28.14
2025-08-22,TBL,1.1,0.83,1.1,1.1,1.1,1.1,0,1.2,0,0,0
2025-08-22,TOTAL,14.899999999999999,13.12,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-22,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,0.02,0.02
2025-08-22,UNIL,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,250,462.5
2025-08-22,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2025-08-22,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2025-08-22,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,44,462.5
2025-08-22,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0.91,0.91
2025-08-22,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-22,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-22,IIL,0.05,0.04,0.04,0.04,0.04,0.04,0,0.05,0,0,0
2025-08-22,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0.41000000000000003,0.41000000000000003
2025-08-21,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-21,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2025-08-21,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-21,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-21,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2025-08-21,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,58,354.96
2025-08-21,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-21,CAL,0.8,0.35,0.5,0.5,0.5,0.5,0,0.48,0.5,250,462.5
2025-08-21,CLYD,0.11,0.03,0.11,0.11,0.11,0.11,0,0.11,0,250,462.5
2025-08-21,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0,0.15,0,0,0
2025-08-21,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2025-08-21,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0,90,34.2
2025-08-21,EGH,8.91,6.25,8.91,8.91,8.91,8.91,0,8.98,0,0,0
2025-08-21,EGL,2.9,1.98,2.88,2.88,2.9,2.9,0,2.9,0,250,462.5
2025-08-21,ETI,0.9,0.31,0.79,0.79,0.79,0.79,0,0.74,0.79,250,462.5
2025-08-21,FML,4.41,3.7,4.41,4.41,4.41,4.41,0,4.41,0,2,8.82
2025-08-21,GCB,10,6.37,9.61,9.61,9.61,9.61,0,9.69,0,8,77.52
2025-08-21,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0,5.46,3.85,250,462.5
2025-08-21,GOIL,2.23,1.52,2.21,2.21,2.23,2.23,0,2.24,0,250,462.5
2025-08-21,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2025-08-21,MTNGH,3.98,2.5,3.85,3.85,3.9,3.88,0,3.89,3.85,250,462.5
2025-08-21,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2025-08-21,RBGH,1.1,0.6,1.1,1.1,1.1,1.1,0,0,1.09,250,462.5
2025-08-21,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-21,SIC,1.1400000000000001,0.27,1.05,1.05,1.05,1.05,0,1.05,0,0,0
2025-08-21,SOGEGH,2.06,1.5,2,2,2,2,0,2,0,0,0
2025-08-21,TBL,1.1,0.83,1.1,1.1,1.1,1.1,0,1.2,0,0,0
2025-08-21,TOTAL,14.899999999999999,13.12,13.825,13.825,13.825,13.825,0,12.649999999999999,0,84,462.5
2025-08-21,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,0,0
2025-08-21,UNIL,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,42,462.5
2025-08-21,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2025-08-21,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2025-08-21,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,163,462.5
2025-08-21,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2025-08-21,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-21,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-21,IIL,0.05,0.04,0.04,0.04,0.04,0.04,0,0.05,0,0,0
2025-08-21,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0.09,0,0
2025-08-20,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-20,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2025-08-20,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-20,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-20,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2025-08-20,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,122,462.5
2025-08-20,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-20,CAL,0.8,0.35,0.5,0.5,0.5,0.5,0,0.48,0.5,250,462.5
2025-08-20,CLYD,0.11,0.03,0.11,0.11,0.11,0.11,0,0.11,0,0,0
2025-08-20,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0,0.15,0,0,0
2025-08-20,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,4,0.08
2025-08-20,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0,0,0
2025-08-20,EGH,8.91,6.25,8.91,8.91,8.91,8.91,0,8.96,0,0,0
2025-08-20,EGL,2.88,1.98,2.88,2.88,2.88,2.88,0,2.88,2.95,241,462.5
2025-08-20,ETI,0.9,0.31,0.8,0.8,0.79,0.79,0,0.74,0.79,250,462.5
2025-08-20,FML,4.41,3.7,4.41,4.41,4.41,4.41,0,4.41,0,158,462.5
2025-08-20,GCB,10,6.37,9.61,9.61,9.61,9.61,0,9.66,0,250,462.5
2025-08-20,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0,5.46,3.85,42,254.1
2025-08-20,GOIL,2.21,1.52,2.2,2.2,2.21,2.21,0,2.21,0,250,462.5
2025-08-20,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,0,3.85,0,0
2025-08-20,MTNGH,3.98,2.5,3.95,3.95,3.85,3.85,0,3.85,3.85,250,462.5
2025-08-20,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2025-08-20,RBGH,1.1,0.6,1.1,1.1,1.1,1.1,0,0,1.1,250,462.5
2025-08-20,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,8,224
2025-08-20,SIC,1.1400000000000001,0.27,1.05,1.05,1.05,1.05,0,0,1.05,250,462.5
2025-08-20,SOGEGH,2.06,1.5,2,2,2,2,0,2,0,144,288
2025-08-20,TBL,1.1,0.83,1.1,1.1,1.1,1.1,0,1.2,0,0,0
2025-08-20,TOTAL,14.899999999999999,13.12,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-20,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,0,0
2025-08-20,UNIL,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,171,462.5
2025-08-20,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2025-08-20,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2025-08-20,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,3.85,3,462.5
2025-08-20,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2025-08-20,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-20,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-20,IIL,0.05,0.04,0.04,0.04,0.04,0.04,0,0.05,0.05,0,0
2025-08-20,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
2025-08-19,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-19,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2025-08-19,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-19,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-19,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2025-08-19,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,117,462.5
2025-08-19,BOPP,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,250,462.5
2025-08-19,CAL,0.8,0.35,0.51,0.51,0.5,0.5,0,0.5,0.51,250,462.5
2025-08-19,CLYD,0.11,0.03,0.1,0.1,0.11,0.11,0,0.11,0,250,462.5
2025-08-19,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0,0.15,0,0,0
2025-08-19,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0,0
2025-08-19,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0,250,462.5
2025-08-19,EGH,8.91,6.25,8.91,8.91,8.91,8.91,0,8.97,0,250,462.5
2025-08-19,EGL,2.88,1.98,2.87,2.87,2.88,2.88,0,2.87,2.95,250,462.5
2025-08-19,ETI,0.9,0.31,0.8,0.8,0.8,0.8,0,0.74,0.8,250,462.5
2025-08-19,FML,4.41,3.7,4.41,4.41,4.41,4.41,0,4.41,0,0,0
2025-08-19,GCB,10,6.37,9.61,9.61,9.61,9.61,0,9.63,0,53,462.5
2025-08-19,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0,9.64,3.85,144,462.5
2025-08-19,GOIL,2.2,1.52,2.18,2.18,2.2,2.2,0,2.19,0,250,462.5
2025-08-19,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,0,0,0
2025-08-19,MTNGH,3.98,2.5,3.95,3.95,3.95,3.95,0,3.89,3.85,250,462.5
2025-08-19,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0
2025-08-19,RBGH,1.1,0.6,1.1,1.1,1.1,1.1,0,0,1.1,250,462.5
2025-08-19,SCB,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-19,SIC,1.1400000000000001,0.27,1.05,1.05,1.05,1.05,0,1.05,0,250,462.5
2025-08-19,SOGEGH,2.06,1.5,2,2,2,2,0,2,0,0,0
2025-08-19,TBL,1.1,0.83,1.1,1.1,1.1,1.1,0,1.2,0,0,0
2025-08-19,TOTAL,14.899999999999999,13.12,13.825,13.825,13.825,13.825,0,0,3.85,155,462.5
2025-08-19,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,11.92,0,7,83.44000000000001
2025-08-19,UNIL,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,113,462.5
2025-08-19,AADS,0.41000000000000003,0.41,0.41,0.41,0.41,0.41,0,0.41,0,0,0
2025-08-19,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0,0,0
2025-08-19,GLD,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,0,3.85,52,462.5
2025-08-19,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0
2025-08-19,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-19,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-19,IIL,0.05,0.04,0.04,0.04,0.04,0.04,0,0.05,0.05,0,0
2025-08-19,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0
2025-08-18,ACCESS,14.899999999999999,5.2,13.825,13.825,13.825,13.825,0,0,3.85,250,462.5
2025-08-18,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,0,0,0
2025-08-18,AGA,14.899999999999999,13.224999999999998,13.825,13.825,13.825,13.825,0,12.649999999999999,0,0,0
2025-08-18,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0
2025-08-18,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0,8.89,0,0,0
2025-08-18,ALLGH,6.119999999999999,6.12,6.12,6.12,6.12,6.12,0,0,3.85,250,462.5
